"date" "month" "week" "day" "year" "BRPrelim_c" "TotalFloodSpace_c" "TotalMcNarySharedWater_c" "BRIn" "GCIn"
1980-01-20 1 25 20 1980 236253.2654 2557331.54798518 0 236253.2654 483274.80646043
1980-01-27 1 26 27 1980 288400.7127 2362888.40940447 0 288400.7127 464276.193508216
1980-01-03 1 27 3 1980 214528.3029 2337953.78791606 0 214528.3029 501932.040935028
1980-02-10 2 28 10 1980 452283.9339 2692641.75900103 0 352283.9339 543513.223728957
1980-02-17 2 29 17 1980 331574.5087 2493346.93714873 0 331574.5087 625049.391899308
1980-02-24 2 30 24 1980 366199.969500001 1605558.82204877 0 366199.9695 700838.730568798
1980-02-02 2 31 2 1980 336752.4284003 700846.564505003 0 336752.428400299 769286.670770598
1980-03-09 3 32 9 1980 321168.717161735 694528.1757675 0 271168.717161735 675791.909773398
1980-03-16 3 33 16 1980 288794.6313358 711975.336779998 0 288794.6313358 609292.894350398
1980-03-23 3 34 23 1980 289407.73225124 759503.332172499 0 289407.73225124 573241.765158398
1980-03-30 3 35 30 1980 245504.1116868 765764.159217496 0 245504.1116868 500208.431317398
1980-04-06 4 36 6 1980 257847.43689542 647100.035415 0 232847.43689542 419125.770555041
1980-04-13 4 37 13 1980 446048.410952 848963.824542505 0 446048.410952 642865.069656041
1980-04-20 4 38 20 1980 523618.14579 1968551.96121532 0 523618.14579 1948524.99754371
1980-04-27 4 39 27 1980 412285.9281551 3816987.3208474 0 412285.9281551 3774179.40357658
1980-05-04 5 40 4 1980 42840.4829000001 2659707.1821 0 419053.644091 3965519.54763573
1980-05-11 5 41 11 1980 209574.27886711 2740124.12328597 920980.907152236 258361.11767611 2927530.33225024
1980-05-18 5 42 18 1980 250412.521175 897813.8092 1442256.1153741 250412.521175 2897275.84401775
1980-05-25 5 43 25 1980 90287.2214724 1026856.32978 1720392.36692368 64777.2192000004 3196059.47787202
1980-05-01 5 44 1 1980 135453.130976601 713165.6776 1843919.20052368 160963.133249 3068214.55145284
