"Week" "Month" "Day" "Year" "MICAA" "REVEL" "ARROW" "DUNCA" "LIBBY" "BONFE" "CORRA" "COLFA" "FLASF" "FLAPO" "NOXON" "CABIN" "ALBEN" "BOUND" "GCOUL" "CHIEF" "WELLS" "ROCKY" "RISLA" "WANAP" "PRIRA" "PALIS" "MILNE" "BROWN" "OXBOW" "HCANY" "DWORS" "LGRAN" "LGOOS" "LMONU" "ICEHA" "MCNAR" "JDAYY" "DALLE" "BONNE"
4 8 28 1994 336856.773323609 442755.332519846 490262.721755302 63970.1798556071 81846.1753644923 79914.6622817498 169910.976703712 28445.7323053448 8054.50604259915 38428.7958431708 92221.8142664655 90647.9864148025 90626.3635864867 94579.9744839666 741915.382281339 799706.146884168 823340.86472884 830589.074056207 842096.311451149 845350.523926204 846822.979145532 48242.6734091262 62568.8336587935 120266.324601001 120201.168181405 123570.712590931 11395.9407362376 236987.705587203 238106.853714162 221700.421130619 222045.628573485 1121109.70152195 1095599.60579646 1149484.78276767 1143748.08896546
5 9 4 1994 303624.339547174 412448.445782796 540333.266583161 78236.4746486333 91379.4256223492 92953.7171141226 215838.147298587 28658.4758851917 8097.34820843619 32322.4580176151 68816.7296909718 67385.7208889504 71765.5446306897 73399.2522340508 817149.558768795 855438.698165805 884719.410524616 860037.742865422 860234.073096522 846682.949498355 843774.258916132 42711.2770319089 53448.6811818067 123018.775042274 123025.897417558 126622.649550815 9991.0900594701 241182.463902544 241438.771078585 207235.646279886 217906.13480539 1055552.22385329 1009372.34518706 1058824.74041792 1029555.91604839
6 9 11 1994 205007.248988525 326380.423878911 432297.074736989 38433.648493862 65593.6538517997 76533.0199188985 151117.565952034 30147.1642984076 9433.06944430732 32420.4479551737 64758.5938420836 63865.9073243564 74615.8528677455 74422.6125956624 719040.907742393 766980.104961534 802297.456122768 804896.793905015 818783.792645367 827723.195221805 839567.579750896 41588.2156397049 47860.0498728745 118913.092442245 118903.703558442 122374.40747851 14589.5897456939 265669.771093956 265854.236571657 217529.685798575 236886.603228717 1115049.19570478 1124833.07619191 1202224.69674131 1184789.93654056
7 9 18 1994 191508.675240529 302380.341404525 410776.96277176 29686.1053261014 62018.5664123385 68255.1247995524 137553.085428923 19913.8627213923 6614.26550721145 21741.129265787 48376.8867660698 47533.9351443696 57297.1726040156 58161.5281441267 654853.859396416 703093.388704442 725416.044397161 728154.179587613 739327.281841716 745843.698404515 755229.658310035 44845.100224168 48050.6343597042 117471.667466519 117365.098981934 120148.189117226 8293.7882114079 232096.683833144 232277.177561014 189708.497517954 207583.243066284 998035.474626447 1005883.50084091 1080591.38129102 1070384.08363242
8 9 25 1994 145015.757734174 221008.019588529 238442.110770358 19050.1417500444 53430.9261284227 58026.0056817826 98779.967263677 17860.1595625803 5694.14720263616 19640.1555285818 44972.6541280741 43960.8063185114 51888.8978816447 52302.9432196637 440349.338870724 478001.322348467 492431.378482703 506295.506746284 518668.340227677 532491.572717804 544978.681111305 38212.9881267132 46096.408562919 116983.593433629 117027.011704544 119630.884248537 7620.63729429284 223219.110725496 223545.600634989 181408.934378238 198016.423786545 814980.298443395 865034.324170615 941645.28943909 946431.248434817
9 10 2 1994 146003.99129897 198989.481331206 190961.462085449 17404.9707377769 50603.9131433256 54188.1095834189 84922.2824524117 16315.633580644 4573.79258598366 16756.5915340036 41185.1389079424 40124.6692438961 47384.2772493793 48557.0529857366 344224.568378158 367578.636538168 373724.342598782 378633.735758733 384243.753048626 388337.000018314 393275.857965592 40945.4189725207 62722.572964403 108241.69108433 107906.686460354 109175.474051788 7249.65130078527 206548.037553639 205854.606827036 170745.370546705 181605.07946308 605477.65701181 617907.952931179 668437.210910182 670150.100336281
10 10 9 1994 128518.768966854 180924.09180028 231035.669091867 16896.4922702518 66469.1694017278 73243.7939755227 96342.6405990643 33249.5016440386 7684.62383890167 25303.3595449415 52655.3794866574 50441.982484241 55997.1603352391 58735.1821771595 347735.794061887 363184.434549134 361831.773244456 355405.514369011 353629.111096613 350590.06550507 349159.363295185 74704.2377502191 153225.877093673 221039.070022835 219688.355924296 217560.604868829 7165.38442904442 287749.376804247 285325.356488001 246625.972920225 244298.450545403 584520.837197763 556604.22649408 581454.776300618 577845.262000026
11 10 16 1994 104909.24742478 143111.410647966 159447.334607546 16498.6653424177 55424.6634138677 60233.9630993278 80630.7203678539 44761.5591345455 8664.0730569978 33573.4493010841 61598.3366566257 58967.5573664176 63236.2379937795 65565.2861990161 304710.730667925 331781.044180236 338546.761629337 348208.986471981 353919.783893518 365090.661705633 373298.378004198 54358.1639118664 117442.651366412 244963.821829993 245521.389284991 247661.645512992 10503.4019916534 346172.235313611 347479.244445797 305994.585802462 305302.016805734 737434.862411762 758535.816982299 793394.352328014 794100.583899979
12 10 23 1994 104295.863150256 136753.995533684 184772.162252207 16618.3726005368 57664.0256158859 62892.1994311945 94473.7971084715 31931.5573478219 6690.02089772293 24643.4630487536 60294.9263820804 59320.1923174745 74184.1071084363 80161.445636725 396932.506893997 431456.756969297 463229.708409482 469694.324801337 473608.896887889 479294.441036951 484245.664548692 65372.9730721244 120945.298312899 198553.643681685 198623.645049799 199700.79295059 11692.9278713176 316300.988978276 321819.286149924 292049.88388666 298769.912686284 822051.385258152 813304.139501338 843033.443626435 830321.119502659
13 10 30 1994 107717.617103528 140346.563863441 206996.858173792 20742.4583853226 77359.1909680313 91411.3357597353 117362.807917295 57347.5374485362 9893.4758636605 38590.2256469203 63742.4677543326 62028.1679721997 66684.573279928 70165.6417540868 383364.922817986 401616.657032326 429921.837534303 440082.704834509 456587.300873012 459783.139361418 463903.93044538 38799.0207450688 66396.14491213 140529.206301551 141500.068335683 145421.514233524 28167.4954876808 311939.20544384 309176.636555996 282343.418540798 279003.674255703 817262.107847024 811865.944505962 873041.042845895 930869.986745383
14 11 6 1994 62338.5335239473 92721.0590096803 180503.078014516 14814.5051625481 59069.1753855296 90149.6396605222 143626.469461528 31204.0429385098 8390.72507024156 27921.5058916523 107779.92953124 108607.054049076 140162.1489268 151091.738134475 539177.934018472 610480.383899252 634584.382290065 657410.006289536 675810.662897552 669371.358812259 678017.93380643 41230.1836286444 43251.7726440331 121343.763390945 121895.24511497 124992.598613354 42162.5580709308 418132.097260671 425095.947636365 371476.947027769 370994.722726485 1029505.2044126 1077775.51111322 1167675.8787089 1299723.61004324
15 11 13 1994 50279.089099587 74222.0045106649 124575.489459824 8891.50721382768 40539.3507711598 46634.3804100736 69323.6082420225 17398.1344002304 6127.25290769105 14134.8664770596 58016.5095475509 55667.9864051551 74920.2132950252 82983.1866431976 281416.851797062 330692.638408424 342797.076198273 372983.041737204 390471.493248383 403625.59263402 423669.585938126 40731.2035329672 52685.2070721637 186094.714773092 184876.016402243 182806.786432641 13502.6222976557 305142.6342651 297949.696414725 244278.739163769 240920.356979526 700886.729333891 832017.282690131 910309.813093722 1053132.35737076
16 11 20 1994 49546.3693346694 72219.2786636424 120636.233047839 8812.37249689671 38283.7827788233 42315.1191608765 62743.2303534792 16042.9690056705 5614.29077300823 12864.8201399348 53260.1094032026 50313.951073234 64473.829896043 70274.2445691027 232242.565927835 262320.448772629 268907.007673463 282147.921337604 291010.798189699 290236.633693873 304869.994582261 39068.8477199045 51346.7697145906 179948.751641196 180801.711454853 184838.091833787 9997.29380171375 328940.268344828 329647.055646351 273045.939213773 272779.154248421 536730.388782992 606192.141204665 651983.658337092 745100.090027675
17 11 27 1994 48883.7933729467 70921.7339342035 109322.326399324 7463.52086386472 36394.8468147592 39968.4774956644 56720.6518551282 15180.0635813227 5169.43222047764 12174.2800878604 49304.424591509 46458.310097308 59227.3809346304 64740.8049999594 206704.550022834 235101.028190534 239616.105799584 254334.135804208 263852.753742191 263955.784658364 274440.060176828 33537.7478015386 34046.280477466 104522.938937628 104617.785902977 107128.237421568 8995.32877922915 223059.554344701 222983.389048408 177429.168505032 177671.825697348 431546.51497296 483315.400879633 521166.218301683 601236.531734775
18 12 4 1994 49312.8404217435 67926.7186903228 111564.231169535 9485.25518152272 41190.435078971 49630.7816665861 78555.9147176695 17507.7690623634 6238.41691109996 18817.4725114886 51045.8085716873 52533.2573322133 66377.7414169023 70780.5446475307 252809.639926642 277824.409101835 286200.291202104 287667.159080748 295347.998581698 292249.906362754 304954.146047479 35190.8053220211 43612.5267583864 146778.769554106 145543.641064346 143796.857559057 17119.6874941924 291887.123607226 286691.007462864 239803.369423849 233406.023761247 527210.31568167 542255.573256707 586272.931759908 620402.963238645
19 12 11 1994 49428.7557804233 65892.4857342834 96372.5806025662 8312.22656866817 40250.1378074145 48815.126791585 87566.5338727003 17959.4150618702 6424.69979790509 20287.6813754321 45929.4891016657 49328.0213371107 73289.1232270652 79882.6415104571 317682.455279666 373480.494614619 388730.18907597 397625.022123722 403618.90108645 405802.424005636 424461.979587707 36742.4960882664 59152.3229116283 224564.697415379 225286.691063972 226596.82515723 15486.062583558 349060.43943982 350862.021297764 273369.913322675 278171.074527679 709000.271767911 745138.555190586 802598.866591012 766491.860849223
20 12 18 1994 48914.087948221 65216.2995634994 90599.8338632718 7701.44939993218 37584.7932746227 42870.7104800299 75112.0015826901 17068.0123145038 5912.69807917235 19111.5193783043 42281.5527942377 44647.6306567823 63829.2560163375 69070.0033003397 246373.08247229 283533.417879364 292392.783495073 298413.430980033 304752.437038078 306441.895134974 320691.885126138 36031.0587842656 45798.7235594644 148797.100966598 149197.907268079 151036.886203295 12620.7935843019 263964.648894023 265857.946416678 205012.229146165 205308.304383983 539288.846900455 568247.868967261 625086.321781578 629490.273533006
21 12 25 1994 51628.9585325565 68047.5071386639 120968.101668145 15458.13853898 42294.3393800054 47311.7083366964 92471.0567373813 18228.6812592027 5734.98005945252 20327.9538832164 42793.9990369215 45232.8026523393 63804.2841911474 68649.134380263 294580.953005241 328792.621565334 347091.895119075 341230.12102967 345403.019213792 343624.368211252 391090.484971655 35659.3414013142 46489.6171549478 151792.66097485 151628.257073028 151891.211726585 13737.1466704299 333989.149819716 331433.40247904 288129.146546289 286127.563746697 677802.983830935 696848.684278626 767581.984691904 785259.091659846
22 1 1 1995 48408.2299856986 65378.894069274 108293.987095116 9349.83204686927 37920.9268226366 46175.0002658086 83821.924688548 16345.6485759722 5279.53611532783 18832.8760276305 42401.0376157271 46224.2424792618 67720.6560712602 72332.6176582702 329939.64223402 377621.694480826 399887.614374038 407055.4920899 419845.437171153 424242.869659363 474479.455241592 34444.5979501089 45195.3806356595 153831.989766183 153996.56732891 154597.298323846 14863.9570300619 338419.810911675 342229.281053254 310971.054389683 312009.793636818 831933.418289439 860780.04436129 925886.425709105 951326.735320816
23 1 8 1995 40750.1886197716 58317.9238898812 98746.5666076644 8460.00092713979 34866.1773836231 45336.389159092 75408.6501708858 16313.2336952553 4626.35935566815 18229.9342894573 40441.9669260015 48802.5349064708 71006.52011337 72666.8293408897 310405.421044778 342194.241125451 361428.316034387 377768.260312388 399193.032893399 403781.94044248 405849.74027583 29543.6553691684 32567.2328822481 77772.4438820647 77799.987829287 78635.3385149247 14241.8473402074 196848.84500361 200839.646830153 186053.026031347 189660.812398544 717398.643826295 780837.282059937 803542.093354351 842424.166316145
24 1 15 1995 40369.1257627213 57557.3156760222 95308.8176081185 7726.251320856 33385.2822519522 43814.1123324454 72067.539394751 15901.7112096474 4464.23408286773 17924.2263462633 40217.6864680813 49026.3121279637 69081.9429065706 70397.4378625602 283881.172692341 304150.33613463 316664.40296889 324223.80544409 341541.771590713 338538.657401209 329959.398462792 29300.7011528453 57613.2223741799 295571.410429219 291728.692877979 280659.511614388 19338.8859368391 376928.405608398 350569.880571475 314821.649554862 291765.616300491 690068.465086187 705285.880488389 759243.838405277 798773.949210026
25 1 22 1995 40199.52221574 57241.0463721853 96425.9420736326 6789.81039229967 32845.3300500863 43317.1568156844 71829.3388698613 15060.4761426752 4225.00857911161 17186.6789826469 39883.1901200052 48647.4345100819 69704.4393562761 71156.7053382322 314985.54271802 338698.164994526 354324.17696948 360443.432110083 376618.009612448 372832.077179161 377895.713923368 28908.5770819075 48532.1944755797 344265.819111302 348002.498247074 354761.659942432 22734.6522933373 631044.792118948 649611.372668631 630918.817913413 643968.31346852 1158870.535797 1324965.82749424 1399840.35863367 1402457.69983168
26 1 29 1995 39995.1560925572 56884.2723617473 93880.6029393713 5470.03807436058 30494.7661047738 39452.8459022489 64459.1172241861 14352.9796813449 4052.33225912889 16485.4191334436 37794.6205980174 45835.6558798369 65179.9134360772 66627.6132809481 271510.053837499 295787.544052118 310429.431290815 321007.862052757 338479.844432031 339248.134948443 343942.458988166 28622.1660347109 37360.7220602967 168108.654457461 168654.627185195 169289.175146269 16866.5761361822 323829.081590334 329648.752180016 322799.296038142 330900.641565149 801385.058553767 935598.5993936 994425.114287994 1047867.72896524
