"Week" "Month" "Day" "Year" "MICAA" "REVEL" "ARROW" "DUNCA" "LIBBY" "BONFE" "CORRA" "COLFA" "FLASF" "FLAPO" "NOXON" "CABIN" "ALBEN" "BOUND" "GCOUL" "CHIEF" "WELLS" "ROCKY" "RISLA" "WANAP" "PRIRA" "PALIS" "MILNE" "BROWN" "OXBOW" "HCANY" "DWORS" "LGRAN" "LGOOS" "LMONU" "ICEHA" "MCNAR" "JDAYY" "DALLE" "BONNE"
32 3 7 1982 48442.9351706756 72335.4922700318 121484.514401677 11739.9346083556 53594.0712273972 85083.3149876984 176091.701507708 37303.3069807755 17667.5235816622 48010.2247261076 115229.567936699 136114.277317083 328376.798182966 381613.615790452 1177862.95007622 1263762.88089232 1304698.6182443 1359207.98845324 1356312.5220457 1439283.03689215 1398009.75714412 25773.9107310058 70071.2320537599 507244.158297983 504470.400649196 596544.454960408 106244.22628654 1100654.43739427 1184128.52698603 1093335.38852489 1083475.09260969 2782325.2882956 3116948.61023062 3290798.55121552 3456411.86343294
33 3 14 1982 48051.4842704885 70430.4990593584 112479.716623067 8462.40590314603 56443.0816841925 85298.6925814073 155948.060968152 34179.3611972531 16079.1468737064 46821.3769870212 118396.639074529 131260.304080631 290555.756972573 330647.429226458 958578.022607434 986107.788513445 1009605.05480247 1029137.04709096 1024618.52663515 1067950.5031431 1022281.26025933 29656.0481344171 56808.0768216433 452498.863948939 453343.659887024 543701.161140436 151924.151283878 1115548.98924028 1215849.68788403 1128740.50371406 1136988.84061 2392482.81806206 2668563.77412117 2825693.51384354 2985707.39121773
34 3 21 1982 47627.3945436382 68513.8785999908 107508.726902925 8012.25257425509 52999.6143023699 83138.4570709279 164536.421021807 33068.5522475956 15673.9528740478 47529.5283641396 130338.994634951 148742.696428873 337332.762717945 388187.057457739 1033570.82357787 1085537.86498237 1108114.76721121 1135326.95437091 1124822.84630913 1166629.5025107 1105480.0859743 27370.7410015786 75657.2895265717 471197.545057956 471617.398245227 562511.390807029 106542.183077006 1111377.66184766 1220938.25736526 1133575.7422943 1147086.58582442 2406526.10249867 2609081.83456921 2713739.59305183 2792366.48809445
35 3 28 1982 49101.5353896347 68572.3593301386 119777.883050335 6998.28387605991 55391.9244051363 85880.4425193525 161225.740903883 33120.4353130301 15561.2443924053 44790.7270414118 107860.406163597 118887.37694855 271437.065170474 314510.949607015 901568.874261235 928152.056831255 978265.332041142 1010086.58653935 1009147.16205332 1041034.87738867 982555.928988725 28268.9138165007 45825.7688429159 404959.202283693 406191.76612154 486110.786382263 104110.210472866 943430.26690329 1026125.94282167 942985.374779518 951587.636669795 2107349.48382555 2345449.28672131 2478093.05655695 2620791.58059323
36 4 4 1982 56104.8880982585 85060.208759336 122215.029436455 4489.82848023298 57920.2278068687 118751.347491726 184978.503760014 32908.5853321732 15430.9430209707 54528.5079838145 143811.552976864 159414.286036473 272426.77279793 303595.310170251 1010770.85732334 1079380.44865626 1070749.06283776 1093159.98959067 1109370.95827191 1124323.42365838 1100696.95303042 25222.1284348176 84479.7163495394 561673.575183189 561032.945502533 617885.714331263 130611.519166447 1169051.98134794 1206142.12092706 1112220.59756533 1110441.59599335 2409270.7581116 2543064.2646992 2620161.09613723 2760347.91014164
37 4 11 1982 59668.3683381451 93379.5015371706 124535.679351358 3871.35332998375 41278.6562477171 75931.8745576867 116422.465581301 22163.2407948386 8516.7606935919 36174.3808991478 96750.5404889444 109824.605200645 202362.421158089 227240.643856221 796921.507986195 910679.403368377 875065.47978541 933348.945289904 980205.755030684 1005165.50959052 1024705.91643802 14943.4996778917 44826.3433413067 436722.477635856 438438.825285548 458837.990286404 69776.2648645779 893070.154110742 905414.476881385 881333.301370666 901605.848098575 2243059.87967086 2494301.0574991 2583850.37532885 2849438.32439208
38 4 18 1982 70265.0510387937 106549.078287218 205566.019909273 20030.7950037725 96513.5052390648 191928.473392942 255207.46929357 107759.704334879 49041.5404428853 155829.560144343 269071.057103189 293045.5105692 362064.719543472 381491.504392662 1306440.60394145 1360562.37606603 1276312.69633962 1254610.00376946 1278362.04306061 1232250.08195598 1221852.77197562 50380.4648206658 133019.219248007 666807.201130448 664647.665433168 682934.72008545 233117.967574151 1460949.0067363 1415279.58553442 1319180.53716047 1287397.45774541 2697647.45698776 2679472.25374924 2716390.47266258 2926746.98310819
39 4 25 1982 69535.1098999922 102794.130124969 177150.165463005 16867.0046336013 92161.6219711276 171005.483625407 228504.934207611 165875.262896257 61207.6834729077 160839.760183087 185365.214228574 210188.226026036 350972.139042452 400227.875598435 1392328.22526443 1606088.21979865 1569334.80732613 1676484.28389013 1756148.31950336 1798555.0372214 1832238.67263119 42517.4167910245 74124.1480976806 560159.480783609 562431.954830948 585387.079127455 131837.565301344 1187155.95116442 1199480.38881537 1161874.40652193 1201134.23232167 3550330.69675046 3927172.82191283 4012423.94224126 4346565.66975253
40 5 2 1982 120009.643591699 179068.564255314 374391.805933104 26643.5309887761 242292.779219846 432130.53454992 582788.670966092 358311.769372136 149581.496006015 449699.093407494 708289.948075744 746563.40341106 831046.885809483 882326.249326273 2417422.30554563 2456946.41697309 2576985.27278021 2530493.55356925 2539634.68286332 2445133.32191211 2407828.39968871 158573.416373818 254136.321312638 908500.085799088 907436.517540661 924866.950448341 248066.518287471 2083790.68148043 2028418.45357324 1934325.54363605 1903697.65513624 4453315.53615522 4417460.61364716 4497925.8585902 4612542.46922034
41 5 9 1982 169255.120448897 252222.892809683 412338.634529297 32655.5251172734 261436.086059341 518062.512922405 737085.890885986 380832.53597215 161279.934857666 462211.652562976 848346.680878647 933466.245150657 1127531.26702324 1212067.82179995 3125882.91062173 3226257.97897368 3484636.19750287 3609011.61134614 3659165.16571879 3712134.62435306 3764139.97329416 276718.596834738 427245.592599208 1201715.31336096 1201039.80065682 1214177.92375712 211166.228444362 2607137.53673879 2591569.1434115 2741924.65124023 2758628.38551297 6926279.87173532 7163098.01011625 7284537.9414509 7179697.2845663
42 5 16 1982 213405.533753728 323976.1461003 638849.61358159 53293.6552537855 230236.773142891 415122.97634024 693115.374700887 264305.149712506 103417.032813098 290880.503757685 480661.840461218 520356.419181728 699503.399627793 774965.01046711 2776790.2862652 2873737.76821636 3196108.96310433 3315626.47990417 3369404.76082438 3383117.71096372 3413991.90875462 139230.733619434 333629.604068774 1174650.13150754 1175365.07866001 1189606.76065923 190641.99500867 2272325.55899059 2254272.55320394 2384268.97868959 2409849.40555045 6296344.0698157 6739082.17880988 6932658.60958515 7030246.87960875
43 5 23 1982 302098.439937056 484217.94096561 931966.385579502 90491.3943101388 423815.253633356 728549.649067264 1159964.59746272 642843.685055485 269131.588442303 737058.730713922 1094451.05670753 1157292.09724385 1234669.0600633 1287380.93926563 3792916.42582643 3750530.01356354 4087596.82892766 4106764.03404735 4116848.21996105 4042716.23698582 4030435.50779816 257443.305616603 388110.680299353 1107830.41509801 1110427.06131376 1124789.08670807 317824.605141719 2852081.40352669 2794284.30215337 2893231.54377031 2871381.23579039 7066618.52178257 7087478.83465743 7178457.04922505 7096057.6419281
44 5 30 1982 392990.896429485 685724.848980222 1148596.71087441 105362.531684146 461865.011209326 769216.63442574 1281223.23920451 823248.954541719 330900.432883036 981141.914270094 1427814.42091668 1506994.48647224 1629305.50980121 1746159.80932505 4914271.59655119 4988159.12537778 5374264.73262718 5556767.29180002 5629916.25364691 5612145.22573514 5638657.37087731 425727.603448841 503355.26539187 1412482.25357444 1409684.15095619 1424471.31990924 312509.30199374 3617237.42567212 3539993.72877872 3648322.70641562 3614092.59104534 9644735.24920085 9607450.50684386 9670124.58055878 9440314.59671172
45 6 6 1982 470442.505088249 692987.991429876 1226371.78160163 121429.951306436 471889.768829553 684039.360967023 1354407.250659 463012.395587702 211924.577757861 533786.653556111 1249731.18519103 1342432.53744092 1671848.47676532 1822250.92097461 5086380.92226096 5470973.46564502 5972606.86156611 6251376.39799405 6457587.05101749 6469986.36561296 6516114.56923434 266909.216437661 614129.534712102 1328006.10652544 1327238.63288069 1343688.36079477 213795.616524347 2958014.38868147 2948818.610477 2910511.02756831 2945384.12051402 9600002.95349664 9739660.55818229 9862994.1089997 9996895.79980506
46 6 13 1982 413163.959979257 661383.013220624 1211372.86309002 109194.229704309 477610.624196443 643184.719315116 1253750.50033967 412320.864018294 169665.904133249 451598.004324178 1007335.9766041 1046366.58703372 1181653.04256823 1264167.37277562 4547207.37299037 4992466.56853899 5384653.73290597 5684161.59421279 5914230.70322366 5968786.27097627 6036363.86594078 171281.416045741 318599.329374625 899159.43932518 904026.767178049 929932.847653952 167559.521028347 2308759.90809271 2319922.05824468 2272417.17147772 2311992.53752075 8486554.11592412 8652890.07450593 8753877.52925861 8899543.62264645
47 6 20 1982 934834.031041136 1318362.39493797 1899919.49289138 236544.710263882 610717.831637846 753567.128564399 1750786.71154786 721882.035698068 319935.15038714 792931.409533483 1458851.81112963 1460262.39895342 1389993.63158358 1428008.21012964 5062982.67109734 5261510.61135672 5530583.73440442 5671006.93954671 5877711.35483306 5759603.41458181 5737830.11777822 401780.792704715 533090.769451882 1001775.4322687 999821.888715711 1029054.4681074 216993.681645242 2923195.27069719 2821532.60938533 2629420.80983382 2568589.99525512 8083493.13583707 7801640.03123804 7893064.00705016 7944402.50428624
48 6 27 1982 1348436.6863495 1932242.44481948 2504722.4759352 256234.838615651 654719.086261711 756658.911430699 1726079.73518289 546934.413621473 228692.224105456 634721.062825766 1434607.71818286 1465669.31423441 1529305.69789599 1621288.30544429 6382916.96072107 6886034.95207002 7181317.62889156 7422248.43495066 7688229.36960223 7662344.08895255 7690853.38269872 466402.830521054 707854.230797792 1199853.11303773 1199214.23365705 1229330.15891894 165211.417951322 3152020.92494849 3119682.23792207 2988593.60544267 2987067.41890108 10393997.5875533 10059022.2412805 10100360.7932993 10011740.6504719
49 7 4 1982 1336025.15680336 1790016.86282844 2451138.33229137 279991.076637399 618394.808742394 707990.421877225 1534333.89692424 502817.831370926 184757.417754762 606812.327116531 1057921.95990342 1112914.81750858 1154974.06142284 1206716.59206542 5681194.90356259 6113298.43752333 6462285.26302502 6621721.62737331 6790002.82666159 6755604.95239451 6782279.56585059 556684.655241009 770831.811116748 1124904.88053051 1121267.15173343 1135792.37662928 139507.414638395 2701716.14645061 2666913.09389877 2641145.20044336 2642916.61369274 9225988.20601219 9324542.93691027 9451184.39487218 9378227.33903398
50 7 11 1982 847873.844298622 1220356.37423008 1916267.39026552 171458.501743476 463072.678196899 535274.233500878 1057437.51489721 252254.428825588 87126.5447780823 346167.876189721 666970.161615128 744578.204761442 857586.34138802 901392.455638147 4880741.77981883 5351770.89038344 5659431.90417637 5847248.15484431 5986704.46742431 5964378.02447631 5981556.95068561 312377.448893954 517436.327051682 1007022.34414368 1006558.64847919 1017335.36317942 87911.680014571 2142983.39958123 2129926.57589765 2175084.66579142 2186154.86050358 7969228.40159007 8159320.9818225 8229841.91417803 8029893.79622548
51 7 18 1982 660522.045289284 945769.294304061 1318029.15342641 154603.985162658 342041.648485603 381332.506150508 748046.654119095 213373.008411991 74125.0487759728 271648.963961781 460078.496318504 494616.177892173 517574.570854496 536326.116026106 2840261.16884574 3062753.00092264 3215262.53451805 3345836.31885143 3462981.124048 3497001.30587307 3544781.24033995 238649.953793514 314601.442291194 590383.285407932 592549.202274114 604340.004391014 63928.5102688449 1397226.54753017 1388296.46013514 1413742.41894446 1422499.65194129 5209162.92056345 5733948.19073127 5950912.99919879 6064769.54173337
52 7 25 1982 727617.159269133 1002670.31903285 1223831.94639274 132917.853040681 259956.534548047 286410.697736261 570058.200506281 140333.703651511 43748.2976708424 187547.989836111 369501.077976781 405519.285695669 454222.320276066 473809.446439082 2516334.58045023 2742565.83141044 2864203.41229808 2967259.43289828 3048154.16429048 3038926.46549539 3048351.65195041 208697.352068613 264241.034141567 458489.091580647 459201.131111332 464414.908778262 37714.8104636077 988133.07836267 976277.240472814 987412.609315185 989319.672532393 3960169.84721876 4049930.180738 4107957.51142296 4042201.23382606
1 8 1 1982 467882.420467024 704731.765619667 941622.280601287 94825.2222948478 192016.853303665 212984.744209795 428712.985618875 100870.144826263 31610.2726000901 136968.890839593 270335.773967117 292423.149460926 310685.594034363 325983.362082579 1974499.05720531 2173931.81093963 2256661.16747168 2364213.84870541 2445094.59964252 2453002.0510384 2470224.7799697 182778.041443601 258089.051227523 410927.33672217 410890.554213196 412392.917790655 27152.7840957067 778268.041538968 764598.279526791 769268.820323657 767776.54454841 3246736.17917062 3339093.25663616 3409503.20065091 3385114.93320353
2 8 8 1982 668857.584973174 841253.329682461 1320915.2769814 133502.163298003 171303.41988763 192087.435033579 461351.269730623 71500.6886015615 23265.6574929879 112783.662678465 241515.326026106 264064.139700688 265055.596548958 295655.276273963 1950997.18038552 2093315.81312002 2186279.59898699 2212234.69175028 2254553.45515013 2216169.60724704 2209447.15436422 122664.822054212 216985.681495745 418686.906286993 419044.680202396 423472.958239537 25475.5689076379 651883.149542367 647249.229391737 661278.499103027 662365.556445232 2890904.33996014 2941341.65207491 3055072.29171393 3101491.80100524
3 8 15 1982 577320.034238693 704473.749847277 1043081.83290289 141859.343278294 143163.517381493 158760.602898106 421875.649904416 68076.7286420848 19179.6096654821 104460.618905408 210531.052737346 228813.193549295 226784.300954936 253121.797462395 1559682.03622084 1712762.83150597 1830790.69244813 1920123.39494136 1984604.1242441 2004949.67746809 2029640.8862591 101655.675271149 170744.865256603 315423.901716775 315546.623362499 318547.172356461 21915.1210829089 528247.084279192 522004.531326348 533314.776280659 534910.773616574 2711833.0180567 2756028.18787705 2842833.12569481 2842659.5662568
4 8 22 1982 439567.491158036 613793.095021251 1133772.76515939 68437.4267572785 133279.495652713 154378.431786331 360507.873968062 53208.640876618 16822.5765211052 85671.7409687426 187031.244597456 204422.748863092 207029.299375357 231790.458928575 1881626.87574921 2066523.93867524 2188418.53569584 2235062.49310778 2274705.29004036 2248128.37347959 2243678.63995026 88567.996990596 145299.546197184 268191.293099195 268207.614748336 271410.896041407 18981.4326132186 453829.65584177 449034.963939564 458610.728883184 460332.53415843 2621511.40998472 2496690.40443821 2525866.49870908 2452761.92068105
