"date" "month" "week" "day" "year" "BRPrelim_c" "TotalFloodSpace_c" "TotalMcNarySharedWater_c" "BRIn" "GCIn"
1980-06-29 6 48 29 1980 230950.15512 455657.9975671 1863556.86919964 230950.15512 1610432.27597156
1980-07-06 7 49 6 1980 269007.8225186 121483.25 1899927.79734553 269007.8225186 974852.85634566
1980-07-13 7 50 13 1980 109285.464314698 121483.25 1704633.35635312 102019.933011001 500610.711399281
1980-07-20 7 51 20 1980 139857.966655128 431440.020569114 922105.297171646 47060.8496770003 540678.328168215
1980-07-27 7 52 27 1980 146466.91512999 662612.281384859 193661.732444616 19014.1122370002 405062.288013465
1980-08-03 8 1 3 1980 99297.702933 1002923.59748548 128328.997150958 40971.0854 320814.345314431
1980-08-10 8 2 10 1980 103465.3775004 1136877.07505198 131003.407297459 46259.5878529997 255342.124671024
1980-08-17 8 3 17 1980 110857.885997 1283675.69843242 123369.452527712 47019.1985520003 387582.096318705
1980-08-24 8 4 24 1980 105885.269166 1498348.87263646 137651.297874073 137330.11302319 476734.158552044
1980-08-31 8 5 31 1980 108037.54173 1540979.74690338 70137.380396001 75465.8117388002 456842.548390442
1980-09-07 9 6 7 1980 113700.7414967 1322296.20804333 65962.4311522143 130211.1885765 257599.129820064
1980-09-14 9 7 14 1980 103766.042934 1786145.84383086 19071.4002075419 231979.3324181 421569.492114004
1980-09-21 9 8 21 1980 90181.7614284756 1750415.32230886 38316.7924123099 353471.4567988 353827.625826141
1980-09-28 9 9 28 1980 215973.6566656 1696961.40783783 35610.7571757156 215973.6566656 366406.715980567
1980-10-05 10 10 5 1980 176219.766224 1378665.89270728 26614.5871861689 176219.766224 195774.85946583
1980-10-12 10 11 12 1980 172224.080165998 1990488.34769505 0 172224.080165998 363091.533939267
1980-10-19 10 12 19 1980 222383.407047436 1790021.49297064 0 222383.407047436 296689.977933019
1980-10-26 10 13 26 1980 262812.313750735 1825355.69273467 0 262812.313750735 314297.233485713
1980-11-02 11 14 2 1980 196983.775505082 2006803.0438885 0 196983.775505082 340985.480778308
1980-11-09 11 15 9 1980 157248.8752 1727111.34454993 0 157248.8752 218294.826264131
1980-11-16 11 16 16 1980 211457.2408 1267091.050545 0 211457.2408 509688.614812471
1980-11-23 11 17 23 1980 192837.0798 959435.995309999 0 192837.0798 395483.591164131
