"date" "month" "week" "day" "year" "MICAA" "ARROW" "DUNCA" "CORRA" "LIBBY" "FLASF" "GCOUL" "DWORS" "BROWN" "UpSnake" "MdlSnake"
1980-07-20 7 51 20 1980 19258708.1250529 6773437.25901798 1340234.482 561908 4975000 3166000 8316000 2854429.0610593 1362949.40346075 2577600 4242400
1980-07-27 7 52 27 1980 19636083.7292371 7022200.59136976 1423400 589210 4975000 3166000 8248803.86835347 2624477.28291646 1225552.3585987 2577600 4242400
1980-08-03 8 1 3 1980 19885574.7290271 7220114.37003229 1421099.55210304 589210 4975000 3166000 8241728.6202679 2393016.78617801 1183000 2577600 4242400
1980-08-10 8 2 10 1980 20058812.5314363 7323769.54669187 1423035.49198853 589210 4975000 3166000 8316000 2245415.47812315 1183000 2577600 4242400
1980-08-17 8 3 17 1980 20075520 7327300 1423400 589210 4975000 3166000 8316000 2232753.57062169 1168814.583635 2577600 4242400
1980-08-24 8 4 24 1980 20075520 7327300 1423400 589210 4975000 3166000 8316000 2227759.069644 1183000 2577600 4242400
1980-08-31 8 5 31 1980 20046193.9747043 7321006.0471296 1422751.30188348 589210 4974696.70340275 3157657.38814399 8316000 2213726.54232959 1183000 2577600 4242400
1980-09-07 9 6 7 1980 19935921.7223608 7222968.84719601 1411702.41949685 601908 4990069.45123846 3143167.70323218 8423442.8220102 2214989.4715257 1223691.1307332 2577600 4242400
1980-09-14 9 7 14 1980 19873714.8098015 7173029.52999618 1403270.42010675 596137.024633275 4995579.26877182 3092583.40204545 8400751.68740895 2196527.28773809 1363332.9228079 2577600 4242400
1980-09-21 9 8 21 1980 19870999.5287907 7065505.77233077 1405490.55699322 603287.065248846 5022833.25276573 3075361.8761817 8289030.66638059 2192828.49970378 1420000 2577600 4242400
1980-09-28 9 9 28 1980 19868446.4695595 7110191.65955966 1403575.47524848 640000 5029460.48923655 3037321.47962512 8137616.35721726 2195474.85152737 1420000 2577600 4242400
1980-10-05 10 10 5 1980 19790740.0068012 6957915.28035383 1392981.7143639 652000 5003877.08173666 3015820.62177898 7845943.73008764 2168405.64484796 1420000 2577600 4242400
1980-10-12 10 11 12 1980 19631056.4751343 6705655.42225989 1379157.45750643 607992.194593652 4954208.65674844 2991227.44336912 7721313.93952707 2137991.48887588 1420000 2577600 4242400
1980-10-19 10 12 19 1980 19461827.9399752 6420071.99886883 1364071.36000765 587396.746708572 4901703.11819537 2978200.30974912 7461525.5208706 2124098.07778167 1420000 2577600 4242400
1980-10-26 10 13 26 1980 19337481.8353266 6137176.366595 1351309.5778823 562832.009048572 4839073.4484739 2966433.55742912 7234325.13302201 2097982.85822578 1420000 2577600 4242400
1980-11-02 11 14 2 1980 19390853.8158466 6212160.05835675 1365906.9458123 534718.895168572 4897915.3682239 2959473.04064912 7158796.61380032 2081834.11029578 1420000 2577600 4242400
1980-11-09 11 15 9 1980 19261161.3 5495814.27 1231738.365 538933.572048572 4761620 2998704.73479912 6928173.10737282 2103889.80508578 1420000 2577600 4242400
